Protein,mf-go
B3KU38,GO:0005488
B3KU38,GO:0003674
B3KU38,GO:0005515
B3SHH9,GO:0005488
B3SHH9,GO:0003674
B3SHH9,GO:0005515
B4DH59,GO:0005488
B4DH59,GO:0043167
B4DH59,GO:0003674
B4DH59,GO:0043169
B4DH59,GO:0036094
B4DH59,GO:0005509
B4DH59,GO:0046872
B4DJY2,GO:0005488
B4DJY2,GO:0003674
B4DJY2,GO:0005515
B4DS77,GO:0019904
B4DS77,GO:0005488
B4DS77,GO:0003674
B4DS77,GO:0005515
B4DU55,GO:0005488
B4DU55,GO:0000977
B4DU55,GO:0000976
B4DU55,GO:0003690
B4DU55,GO:0043565
B4DU55,GO:1990837
B4DU55,GO:0000981
B4DU55,GO:0001067
B4DU55,GO:0003700
B4DU55,GO:0000987
B4DU55,GO:0003674
B4DU55,GO:0140110
B4DU55,GO:0003676
B4DU55,GO:0000978
B4DU55,GO:0003677
B4DX44,GO:0005488
B4DX44,GO:0000977
B4DX44,GO:0000976
B4DX44,GO:0003690
B4DX44,GO:0043565
B4DX44,GO:1990837
B4DX44,GO:0000981
B4DX44,GO:0001067
B4DX44,GO:0003700
B4DX44,GO:0000987
B4DX44,GO:0003674
B4DX44,GO:0140110
B4DX44,GO:0003676
B4DX44,GO:0000978
B4DX44,GO:0003677
B4DXR9,GO:0005488
B4DXR9,GO:0000977
B4DXR9,GO:0000976
B4DXR9,GO:0003690
B4DXR9,GO:0043565
B4DXR9,GO:1990837
B4DXR9,GO:0000981
B4DXR9,GO:0001067
B4DXR9,GO:0003700
B4DXR9,GO:0000987
B4DXR9,GO:0003674
B4DXR9,GO:0140110
B4DXR9,GO:0003676
B4DXR9,GO:0000978
B4DXR9,GO:0003677
B5MD39,GO:0003824
B5MD39,GO:0003674
B5MD39,GO:0016787
B5MD39,GO:0008233
B5MD39,GO:0140096
B5ME19,GO:0005488
B5ME19,GO:0016740
B5ME19,GO:0140096
B5ME19,GO:0016755
B5ME19,GO:0140101
B5ME19,GO:0003824
B5ME19,GO:0003723
B5ME19,GO:0140640
B5ME19,GO:0003674
B5ME19,GO:0016746
B5ME19,GO:0003676
B5ME19,GO:0005515
B5ME19,GO:0140098
B5ME19,GO:0000048
B6A8C7,GO:0060089
B6A8C7,GO:0038023
B6A8C7,GO:0004888
B6A8C7,GO:0005102
B6A8C7,GO:0005515
B6A8C7,GO:0005488
B6A8C7,GO:0003674
B7U540,GO:0022836
B7U540,GO:0005488
B7U540,GO:0005267
B7U540,GO:0015075
B7U540,GO:0005261
B7U540,GO:0015276
B7U540,GO:0005215
B7U540,GO:0008324
B7U540,GO:0022803
B7U540,GO:0015267
B7U540,GO:0022843
B7U540,GO:0015079
B7U540,GO:0022832
B7U540,GO:0003674
B7U540,GO:0099094
B7U540,GO:0022857
B7U540,GO:0005515
B7U540,GO:0022834
B7U540,GO:0005216
B7U540,GO:0005244
B7U540,GO:0046873
B7Z6K7,GO:0005488
B7Z6K7,GO:0000976
B7Z6K7,GO:0003690
B7Z6K7,GO:0043565
B7Z6K7,GO:1990837
B7Z6K7,GO:0001067
B7Z6K7,GO:0003674
B7Z6K7,GO:0003676
B7Z6K7,GO:0003677
B7ZAQ6,GO:0008509
B7ZAQ6,GO:0005216
B7ZAQ6,GO:0015267
B7ZAQ6,GO:0022857
B7ZAQ6,GO:0022836
B7ZAQ6,GO:0022803
B7ZAQ6,GO:0022832
B7ZAQ6,GO:0005244
B7ZAQ6,GO:0015075
B7ZAQ6,GO:0005215
B7ZAQ6,GO:0003674
B7ZBB8,GO:0005488
B7ZBB8,GO:0030246
B7ZBB8,GO:0003674
B7ZBB8,GO:0019902
B7ZBB8,GO:0005515
B7ZBB8,GO:0019903
B7ZBB8,GO:0019899
B7ZC32,GO:0043168
B7ZC32,GO:0016817
B7ZC32,GO:0032559
B7ZC32,GO:0017076
B7ZC32,GO:0017111
B7ZC32,GO:0032555
B7ZC32,GO:0015631
B7ZC32,GO:0120543
B7ZC32,GO:0043167
B7ZC32,GO:0140657
B7ZC32,GO:0032553
B7ZC32,GO:0005515
B7ZC32,GO:0097367
B7ZC32,GO:0008017
B7ZC32,GO:0120544
B7ZC32,GO:0000166
B7ZC32,GO:0016853
B7ZC32,GO:0016818
B7ZC32,GO:0005488
B7ZC32,GO:0008092
B7ZC32,GO:1901265
B7ZC32,GO:1901363
B7ZC32,GO:0035639
B7ZC32,GO:0005524
B7ZC32,GO:0030554
B7ZC32,GO:0016887
B7ZC32,GO:0016462
B7ZC32,GO:0003824
B7ZC32,GO:0003674
B7ZC32,GO:0016787
B7ZC32,GO:0036094
B7ZC32,GO:0003774
B7ZLF3,GO:0005488
B7ZLF3,GO:0000977
B7ZLF3,GO:0000976
B7ZLF3,GO:0003690
B7ZLF3,GO:0043565
B7ZLF3,GO:1990837
B7ZLF3,GO:0001067
B7ZLF3,GO:0003700
B7ZLF3,GO:0000987
B7ZLF3,GO:0003674
B7ZLF3,GO:0140110
B7ZLF3,GO:0003676
B7ZLF3,GO:0000978
B7ZLF3,GO:0003677
B7ZW38,GO:0003723
B7ZW38,GO:0005488
B7ZW38,GO:0003674
B7ZW38,GO:0003676
B9A014,GO:0003674
B9A064,GO:0005488
B9A064,GO:0003823
B9A064,GO:0003674
B9A6J9,GO:0005488
B9A6J9,GO:0140677
B9A6J9,GO:0030695
B9A6J9,GO:0008047
B9A6J9,GO:0060589
B9A6J9,GO:0003674
B9A6J9,GO:0098772
B9A6J9,GO:0005096
B9A6J9,GO:0005515
B9A6J9,GO:0030234
B9EJG8,GO:0022836
B9EJG8,GO:0015075
B9EJG8,GO:0005261
B9EJG8,GO:0005215
B9EJG8,GO:0008324
B9EJG8,GO:0022803
B9EJG8,GO:0015267
B9EJG8,GO:0003674
B9EJG8,GO:0022857
B9EJG8,GO:0005216
O00110,GO:0000977
O00110,GO:0000981
O00110,GO:0000987
O00110,GO:0003690
O00110,GO:1990837
O00110,GO:0003700
O00110,GO:0140110
O00110,GO:0005488
O00110,GO:0000976
O00110,GO:0043565
O00110,GO:0001067
O00110,GO:0003674
O00110,GO:0003676
O00110,GO:0000978
O00110,GO:0003677
O00115,GO:0004519
O00115,GO:0140097
O00115,GO:0140640
O00115,GO:0016788
O00115,GO:0005515
O00115,GO:0005488
O00115,GO:0004536
O00115,GO:0004518
O00115,GO:0003824
O00115,GO:0003674
O00115,GO:0016787
O00116,GO:0005488
O00116,GO:0016740
O00116,GO:0043167
O00116,GO:0043168
O00116,GO:1901265
O00116,GO:0003824
O00116,GO:1901363
O00116,GO:0003674
O00116,GO:0036094
O00116,GO:0005515
O00116,GO:0000166
O00124,GO:0005488
O00124,GO:0030674
O00124,GO:0003674
O00124,GO:0005515
O00124,GO:0060090
O00139,GO:0043168
O00139,GO:0016817
O00139,GO:0032559
O00139,GO:0017076
O00139,GO:0017111
O00139,GO:0032555
O00139,GO:0015631
O00139,GO:0120543
O00139,GO:0043167
O00139,GO:0140657
O00139,GO:0032553
O00139,GO:0005515
O00139,GO:0097367
O00139,GO:0008017
O00139,GO:0120544
O00139,GO:0000166
O00139,GO:0016853
O00139,GO:0016818
O00139,GO:0005488
O00139,GO:0008092
O00139,GO:1901265
O00139,GO:1901363
O00139,GO:0035639
O00139,GO:0005524
O00139,GO:0030554
O00139,GO:0016887
O00139,GO:0016462
O00139,GO:0003824
O00139,GO:0003674
O00139,GO:0036094
O00139,GO:0016787
O00139,GO:0003774
O00141,GO:0016740
O00141,GO:0043168
O00141,GO:0016247
O00141,GO:0032559
O00141,GO:0099106
O00141,GO:0017076
O00141,GO:0032555
O00141,GO:0141108
O00141,GO:0043167
O00141,GO:0004674
O00141,GO:0016301
O00141,GO:0032553
O00141,GO:0005515
O00141,GO:0097367
O00141,GO:0000166
O00141,GO:0004672
O00141,GO:0005488
O00141,GO:1901265
O00141,GO:0016772
O00141,GO:1901363
O00141,GO:0035639
O00141,GO:0005524
O00141,GO:0030554
O00141,GO:0106310
O00141,GO:0016773
O00141,GO:0003824
O00141,GO:0003674
O00141,GO:0098772
O00141,GO:0036094
O00141,GO:0140096
O00142,GO:0016740
O00142,GO:0043168
O00142,GO:0032559
O00142,GO:0017076
O00142,GO:0032555
O00142,GO:0043167
O00142,GO:0016301
O00142,GO:0032553
O00142,GO:0005515
O00142,GO:0097367
O00142,GO:0000166
O00142,GO:0005488
O00142,GO:1901265
O00142,GO:0016772
O00142,GO:1901363
O00142,GO:0035639
O00142,GO:0005524
O00142,GO:0030554
O00142,GO:0016773
O00142,GO:0003824
O00142,GO:0003674
O00142,GO:0036094
O00144,GO:0060089
O00144,GO:0038023
O00144,GO:0042803
O00144,GO:0004888
O00144,GO:0042802
O00144,GO:0005515
O00144,GO:0005488
O00144,GO:0003674
O00144,GO:0046983
O00144,GO:0046982
O00148,GO:0120545
O00148,GO:0004386
O00148,GO:0043168
O00148,GO:0016817
O00148,GO:0032559
O00148,GO:0003723
O00148,GO:0140640
O00148,GO:0017076
O00148,GO:0017111
O00148,GO:0032555
O00148,GO:0140098
O00148,GO:0042802
O00148,GO:0120543
O00148,GO:0043167
O00148,GO:0140657
O00148,GO:0032553
O00148,GO:0005515
O00148,GO:0097367
O00148,GO:0000166
O00148,GO:0016853
O00148,GO:0016818
O00148,GO:0005488
O00148,GO:1901265
O00148,GO:1901363
O00148,GO:0035639
O00148,GO:0005524
O00148,GO:0030554
O00148,GO:0016887
O00148,GO:0016462
O00148,GO:0003824
O00148,GO:0003674
O00148,GO:0016787
O00148,GO:0036094
O00148,GO:0003676
O00151,GO:0050839
O00151,GO:0140110
O00151,GO:0005515
O00151,GO:0003779
O00151,GO:0098631
O00151,GO:0005488
O00151,GO:0003713
O00151,GO:0008092
O00151,GO:0045296
O00151,GO:0003712
O00151,GO:0003674
O00154,GO:0043168
O00154,GO:0016788
O00154,GO:0042803
O00154,GO:0042802
O00154,GO:0043167
O00154,GO:0008289
O00154,GO:0005515
O00154,GO:0005488
O00154,GO:1901681
O00154,GO:1901265
O00154,GO:1901363
O00154,GO:0003824
O00154,GO:0003674
O00154,GO:0016787
O00154,GO:0036094
O00154,GO:0046983
O00155,GO:0004930
O00155,GO:0060089
O00155,GO:0005488
O00155,GO:0004896
O00155,GO:0140375
O00155,GO:0019955
O00155,GO:0038023
O00155,GO:0003674
O00155,GO:0005515
O00155,GO:0004888
O00159,GO:0051020
O00159,GO:0043168
O00159,GO:0032559
O00159,GO:0017076
O00159,GO:0032555
O00159,GO:0043167
O00159,GO:0044877
O00159,GO:0005102
O00159,GO:0032553
O00159,GO:0005515
O00159,GO:0097367
O00159,GO:0003779
O00159,GO:0000166
O00159,GO:0019899
O00159,GO:0005488
O00159,GO:0008092
O00159,GO:1901265
O00159,GO:1901363
O00159,GO:0035639
O00159,GO:0005524
O00159,GO:0030554
O00159,GO:0031267
O00159,GO:0003674
O00159,GO:0036094
O00159,GO:0051015
O00159,GO:0003774
O00160,GO:0043168
O00160,GO:0030674
O00160,GO:0032559
O00160,GO:0017076
O00160,GO:0032555
O00160,GO:0060090
O00160,GO:0043167
O00160,GO:0044877
O00160,GO:0032553
O00160,GO:0005515
O00160,GO:0097367
O00160,GO:0003779
O00160,GO:0000166
O00160,GO:0005488
O00160,GO:0008092
O00160,GO:1901265
O00160,GO:1901363
O00160,GO:0035639
O00160,GO:0005524
O00160,GO:0030554
O00160,GO:0003674
O00160,GO:0036094
O00160,GO:0051015
O00160,GO:0003774
O00161,GO:0030674
O00161,GO:0060090
O00161,GO:0005515
O00161,GO:0005488
O00161,GO:0003674
O00165,GO:0030674
O00165,GO:0060090
O00165,GO:0035591
O00165,GO:0019904
O00165,GO:0005515
O00165,GO:0005488
O00165,GO:0019838
O00165,GO:0019955
O00165,GO:0003674
O00167,GO:0043169
O00167,GO:0042578
O00167,GO:0016788
O00167,GO:0043167
O00167,GO:0005515
O00167,GO:0046872
O00167,GO:0016791
O00167,GO:0005488
O00167,GO:0000287
O00167,GO:0003824
O00167,GO:0003674
O00167,GO:0016787
O00167,GO:0036094
O00167,GO:0004721
O00167,GO:0140993
O00167,GO:0140096
O00168,GO:0008509
O00168,GO:0016247
O00168,GO:0099106
O00168,GO:0005216
O00168,GO:0015108
O00168,GO:0141108
O00168,GO:0044325
O00168,GO:0015267
O00168,GO:0022857
O00168,GO:0005515
O00168,GO:0005488
O00168,GO:0022803
O00168,GO:0015075
O00168,GO:0005215
O00168,GO:0003674
O00168,GO:0098772
O00170,GO:0019904
O00170,GO:0005102
O00170,GO:0140110
O00170,GO:0005515
O00170,GO:0016853
O00170,GO:0005488
O00170,GO:0061629
O00170,GO:0003713
O00170,GO:0140297
O00170,GO:0008134
O00170,GO:0003712
O00170,GO:0003824
O00170,GO:0003674
O00170,GO:0140096
O00175,GO:0060089
O00175,GO:0005126
O00175,GO:0038023
O00175,GO:0004888
O00175,GO:0001664
O00175,GO:0005102
O00175,GO:0030545
O00175,GO:0005515
O00175,GO:0005488
O00175,GO:0140677
O00175,GO:0048018
O00175,GO:0004930
O00175,GO:0030546
O00175,GO:0003674
O00175,GO:0098772
O00175,GO:0005125
O00178,GO:0005525
O00178,GO:0016740
O00178,GO:0043168
O00178,GO:0016817
O00178,GO:0003723
O00178,GO:0140640
O00178,GO:0017076
O00178,GO:0017111
O00178,GO:0032555
O00178,GO:0140098
O00178,GO:0043167
O00178,GO:0140101
O00178,GO:0032553
O00178,GO:0005515
O00178,GO:0097367
O00178,GO:0000166
O00178,GO:0016818
O00178,GO:0005488
O00178,GO:1901265
O00178,GO:1901363
O00178,GO:0035639
O00178,GO:0016746
O00178,GO:0019001
O00178,GO:0016462
O00178,GO:0016755
O00178,GO:0003824
O00178,GO:0003674
O00178,GO:0016787
O00178,GO:0036094
O00178,GO:0003676
O00178,GO:0000048
O00178,GO:0032561
O00178,GO:0140096
O00178,GO:0003924
O00180,GO:0015276
O00180,GO:0099094
O00180,GO:0005216
O00180,GO:0042802
O00180,GO:0015267
O00180,GO:0015081
O00180,GO:0015079
O00180,GO:0022857
O00180,GO:0005515
O00180,GO:0046873
O00180,GO:0022836
O00180,GO:0005267
O00180,GO:0005488
O00180,GO:0022803
O00180,GO:0022832
O00180,GO:0022834
O00180,GO:0005244
O00180,GO:0015075
O00180,GO:0005261
O00180,GO:0005215
O00180,GO:0008324
O00180,GO:0022843
O00180,GO:0003674
O00180,GO:0046983
O00180,GO:0046982
O00182,GO:0030246
O00182,GO:0030545
O00182,GO:0019899
O00182,GO:0048018
O00182,GO:0003674
O00182,GO:0098772
O00182,GO:0005102
O00182,GO:0097367
O00182,GO:0140677
O00182,GO:0036094
O00182,GO:0005515
O00182,GO:0005488
O00182,GO:0030546
O00186,GO:0044877
O00186,GO:0005515
O00186,GO:0005488
O00186,GO:0003674
O00187,GO:0004252
O00187,GO:0043169
O00187,GO:0017171
O00187,GO:0043167
O00187,GO:0005515
O00187,GO:0008233
O00187,GO:0005509
O00187,GO:0046872
O00187,GO:0005488
O00187,GO:0004175
O00187,GO:0003824
O00187,GO:0003674
O00187,GO:0016787
O00187,GO:0036094
O00187,GO:0008236
O00187,GO:0140096
O00189,GO:0019787
O00189,GO:0016740
O00189,GO:0030674
O00189,GO:0016817
O00189,GO:0017111
O00189,GO:0060090
O00189,GO:0061660
O00189,GO:0019904
O00189,GO:0008641
O00189,GO:0016874
O00189,GO:0140657
O00189,GO:0019778
O00189,GO:0022857
O00189,GO:0005515
O00189,GO:0016877
O00189,GO:0016818
O00189,GO:0005488
O00189,GO:0061650
O00189,GO:0016746
O00189,GO:0061659
O00189,GO:0019786
O00189,GO:0016887
O00189,GO:0005215
O00189,GO:0016462
O00189,GO:0016755
O00189,GO:0003824
O00189,GO:0003674
O00189,GO:0016787
O00189,GO:0019777
O00189,GO:0061651
O00189,GO:0140096
O00192,GO:0005488
O00192,GO:0045296
O00192,GO:0050839
O00192,GO:0003674
O00192,GO:0005515
O00193,GO:0003674
O00194,GO:0005525
O00194,GO:0043168
O00194,GO:0016817
O00194,GO:0017076
O00194,GO:0017111
O00194,GO:0032555
O00194,GO:0019904
O00194,GO:0043167
O00194,GO:0032553
O00194,GO:0005515
O00194,GO:0097367
O00194,GO:0000166
O00194,GO:0016818
O00194,GO:0005488
O00194,GO:0008092
O00194,GO:1901265
O00194,GO:0003925
O00194,GO:1901363
O00194,GO:0003924
O00194,GO:0035639
O00194,GO:0019001
O00194,GO:0016462
O00194,GO:0003824
O00194,GO:0003674
O00194,GO:0098772
O00194,GO:0016787
O00194,GO:0036094
O00194,GO:0032561
O00198,GO:0005488
O00198,GO:0003674
O00198,GO:0005515
O00203,GO:0019903
O00203,GO:0044877
O00203,GO:0019902
O00203,GO:0005515
O00203,GO:0019899
O00203,GO:0005488
O00203,GO:0003674
O00204,GO:0016740
O00204,GO:0008289
O00204,GO:0005515
O00204,GO:0005488
O00204,GO:0005496
O00204,GO:0003824
O00204,GO:0003674
O00204,GO:0036094
O00204,GO:0003676
O00204,GO:0042562
O00206,GO:0004888
O00206,GO:0042802
O00206,GO:0008289
O00206,GO:0003674
O00206,GO:0046983
O00206,GO:0005102
O00206,GO:0042277
O00206,GO:0038023
O00206,GO:0097367
O00206,GO:0060089
O00206,GO:0005515
O00206,GO:0005488
O00206,GO:0046982
O00212,GO:0005525
O00212,GO:0043168
O00212,GO:0016817
O00212,GO:0017076
O00212,GO:0017111
O00212,GO:0032555
O00212,GO:0030234
O00212,GO:0043167
O00212,GO:0019900
O00212,GO:0005085
O00212,GO:0032553
O00212,GO:0005515
O00212,GO:0097367
O00212,GO:0000166
O00212,GO:0019899
O00212,GO:0016818
O00212,GO:0005488
O00212,GO:1901265
O00212,GO:0060589
O00212,GO:0003925
O00212,GO:1901363
O00212,GO:0035639
O00212,GO:0019001
O00212,GO:0019901
O00212,GO:0016462
O00212,GO:0030695
O00212,GO:0003824
O00212,GO:0003674
O00212,GO:0098772
O00212,GO:0016787
O00212,GO:0036094
O00212,GO:0032561
O00212,GO:0003924
O00213,GO:0060090
O00213,GO:0042393
O00213,GO:0005102
O00213,GO:0140110
O00213,GO:0005515
O00213,GO:0031625
O00213,GO:0019899
O00213,GO:0005488
O00213,GO:0003713
O00213,GO:0044389
O00213,GO:0042277
O00213,GO:0003682
O00213,GO:0003712
O00213,GO:0003674
O00214,GO:0019787
O00214,GO:0016740
O00214,GO:0030246
O00214,GO:0016817
O00214,GO:0017111
O00214,GO:0061660
O00214,GO:0050839
O00214,GO:0005178
O00214,GO:0008641
O00214,GO:0016874
O00214,GO:0140657
O00214,GO:0044877
O00214,GO:0005102
O00214,GO:0019778
O00214,GO:0005515
O00214,GO:0016877
O00214,GO:0016818
O00214,GO:0005488
O00214,GO:0061650
O00214,GO:0016746
O00214,GO:0061659
O00214,GO:0019786
O00214,GO:0016887
O00214,GO:0016462
O00214,GO:0016755
O00214,GO:0003824
O00214,GO:0003674
O00214,GO:0016787
O00214,GO:0019777
O00214,GO:0061651
O00214,GO:0140096
O00217,GO:0016491
O00217,GO:0015078
O00217,GO:0015399
O00217,GO:0022853
O00217,GO:0022857
O00217,GO:0005515
O00217,GO:0005488
O00217,GO:0015075
O00217,GO:0005215
O00217,GO:0008324
O00217,GO:0022804
O00217,GO:0003824
O00217,GO:0003674
O00217,GO:0009055
O00217,GO:0036094
O00219,GO:0016740
O00219,GO:0016758
O00219,GO:0042802
O00219,GO:0016757
O00219,GO:0005515
O00219,GO:0005488
O00219,GO:0008194
O00219,GO:0003824
O00219,GO:0003674
O00220,GO:0060089
O00220,GO:0038023
O00220,GO:0004888
O00220,GO:0042802
O00220,GO:0005515
O00220,GO:0019899
O00220,GO:0005488
O00220,GO:0002020
O00220,GO:0003674
O00221,GO:0005488
O00221,GO:0003674
O00221,GO:0005515
O00221,GO:0140313
O00222,GO:0004930
O00222,GO:0060089
O00222,GO:0005488
O00222,GO:0004857
O00222,GO:0016829
O00222,GO:0043167
O00222,GO:0043168
O00222,GO:0031406
O00222,GO:0010851
O00222,GO:0004016
O00222,GO:0003824
O00222,GO:0140678
O00222,GO:0010855
O00222,GO:0038023
O00222,GO:0043177
O00222,GO:0003674
O00222,GO:0098772
O00222,GO:0010852
O00222,GO:0036094
O00222,GO:0005515
O00222,GO:0030234
O00222,GO:0010854
O00222,GO:0004888
O00222,GO:0016849
O00222,GO:0009975
O00230,GO:0004930
O00230,GO:0001664
O00230,GO:0060089
O00230,GO:0005488
O00230,GO:0140677
O00230,GO:0004857
O00230,GO:0016829
O00230,GO:0030546
O00230,GO:0010851
O00230,GO:0004016
O00230,GO:0005179
O00230,GO:0003824
O00230,GO:0140678
O00230,GO:0010855
O00230,GO:0038023
O00230,GO:0005102
O00230,GO:0030545
O00230,GO:0003674
O00230,GO:0098772
O00230,GO:0010852
O00230,GO:0005515
O00230,GO:0030234
O00230,GO:0048018
O00230,GO:0010854
O00230,GO:0004888
O00230,GO:0016849
O00230,GO:0009975
O00231,GO:0005515
O00231,GO:0005488
O00231,GO:0005198
O00231,GO:0003674
O00232,GO:0005515
O00232,GO:0005488
O00232,GO:0003674
O00233,GO:0140110
O00233,GO:0005515
O00233,GO:0005488
O00233,GO:0003713
O00233,GO:0140297
O00233,GO:0008134
O00233,GO:0003712
O00233,GO:0003674
O00237,GO:0005488
O00237,GO:0019787
O00237,GO:0016740
O00237,GO:0016755
O00237,GO:0003824
O00237,GO:0004842
O00237,GO:0003674
O00237,GO:0016798
O00237,GO:0016787
O00237,GO:0016746
O00237,GO:0061659
O00237,GO:0005515
O00237,GO:0004553
O00237,GO:0061630
O00237,GO:0140096
O00238,GO:0060089
O00238,GO:0016740
O00238,GO:0043168
O00238,GO:0032559
O00238,GO:0038023
O00238,GO:0017076
O00238,GO:0032555
O00238,GO:0004888
O00238,GO:0043167
O00238,GO:0004674
O00238,GO:0016301
O00238,GO:0032553
O00238,GO:0005515
O00238,GO:0097367
O00238,GO:0000166
O00238,GO:0004672
O00238,GO:0005488
O00238,GO:1901265
O00238,GO:0016772
O00238,GO:1901363
O00238,GO:0035639
O00238,GO:0005524
O00238,GO:0030554
O00238,GO:0016773
O00238,GO:0019955
O00238,GO:0003824
O00238,GO:0003674
O00238,GO:0036094
O00238,GO:0140096
O00241,GO:0005488
O00241,GO:0003674
O00241,GO:0005515
O00244,GO:0005488
O00244,GO:0043167
O00244,GO:0003674
O00244,GO:0046914
O00244,GO:0043169
O00244,GO:0036094
O00244,GO:0140104
O00244,GO:0005515
O00244,GO:0046872
O00244,GO:0019899
O00253,GO:0060089
O00253,GO:0038023
O00253,GO:0004888
O00253,GO:0001664
O00253,GO:0005102
O00253,GO:0030545
O00253,GO:0005515
O00253,GO:0005488
O00253,GO:0140677
O00253,GO:0140678
O00253,GO:0048018
O00253,GO:0004930
O00253,GO:0030546
O00253,GO:0005179
O00253,GO:0003674
O00253,GO:0098772
O00254,GO:0004930
O00254,GO:0060089
O00254,GO:0005488
O00254,GO:0140677
O00254,GO:0001653
O00254,GO:0120569
O00254,GO:0030546
O00254,GO:0003824
O00254,GO:0005102
O00254,GO:0038023
O00254,GO:0030545
O00254,GO:0003674
O00254,GO:0098772
O00254,GO:0042578
O00254,GO:0016787
O00254,GO:0016298
O00254,GO:0005515
O00254,GO:0008528
O00254,GO:0048018
O00254,GO:0016788
O00254,GO:0004620
O00254,GO:0004888
O00254,GO:0042277
O00255,GO:0030674
O00255,GO:0060090
O00255,GO:0003690
O00255,GO:1990837
O00255,GO:0003700
O00255,GO:0140110
O00255,GO:0005515
O00255,GO:0005488
O00255,GO:0000976
O00255,GO:0001216
O00255,GO:0003682
O00255,GO:0043565
O00255,GO:0001067
O00255,GO:0003674
O00255,GO:0003676
O00255,GO:0003677
O00257,GO:0019787
O00257,GO:0016740
O00257,GO:0030674
O00257,GO:0140463
O00257,GO:0003723
O00257,GO:0060090
O00257,GO:0003690
O00257,GO:0042393
O00257,GO:1990837
O00257,GO:0003714
O00257,GO:0140110
O00257,GO:0032182
O00257,GO:0005515
O00257,GO:0019899
O00257,GO:0140566
O00257,GO:0005488
O00257,GO:0000976
O00257,GO:0016746
O00257,GO:0061659
O00257,GO:0003682
O00257,GO:0043565
O00257,GO:0003712
O00257,GO:0016755
O00257,GO:0001067
O00257,GO:0003824
O00257,GO:0003674
O00257,GO:0003676
O00257,GO:0140096
O00257,GO:0003677
O00258,GO:0005488
O00258,GO:0030674
O00258,GO:0003674
O00258,GO:0005515
O00258,GO:0060090
O00264,GO:0042803
O00264,GO:0042802
O00264,GO:0020037
O00264,GO:0008289
O00264,GO:0005515
O00264,GO:0005488
O00264,GO:0005496
O00264,GO:0042277
O00264,GO:0046906
O00264,GO:0003674
O00264,GO:0046983
O00267,GO:0003723
O00267,GO:0030234
O00267,GO:0005515
O00267,GO:0019899
O00267,GO:0005488
O00267,GO:0140678
O00267,GO:0003729
O00267,GO:0004857
O00267,GO:0003682
O00267,GO:0003674
O00267,GO:0098772
O00267,GO:0003676
O00267,GO:0046983
O00267,GO:0046982
O00268,GO:0003690
O00268,GO:1990837
O00268,GO:0005102
O00268,GO:0005515
O00268,GO:0005488
O00268,GO:0061629
O00268,GO:0000976
O00268,GO:0140297
O00268,GO:0008134
O00268,GO:0043565
O00268,GO:0001067
O00268,GO:0003674
O00268,GO:0003676
O00268,GO:0046983
O00268,GO:0046982
O00268,GO:0003677
O00270,GO:0004930
O00270,GO:0060089
O00270,GO:0005488
O00270,GO:0043167
O00270,GO:0043168
O00270,GO:0031406
O00270,GO:0038023
O00270,GO:0043177
O00270,GO:0008289
O00270,GO:0003674
O00270,GO:0036094
O00270,GO:0005515
O00270,GO:0004888
O00273,GO:0140097
O00273,GO:0140640
O00273,GO:0030234
O00273,GO:0005515
O00273,GO:0005488
O00273,GO:0140678
O00273,GO:0004536
O00273,GO:0004857
O00273,GO:0004518
O00273,GO:0003824
O00273,GO:0003674
O00273,GO:0098772
O00287,GO:0005488
O00287,GO:0000977
O00287,GO:0000976
O00287,GO:0003690
O00287,GO:0043565
O00287,GO:0001216
O00287,GO:1990837
O00287,GO:0000981
O00287,GO:0001067
O00287,GO:0003700
O00287,GO:0003674
O00287,GO:0140110
O00287,GO:0001228
O00287,GO:0003676
O00287,GO:0005515
O00287,GO:0003677
O00291,GO:1902936
O00291,GO:0005200
O00291,GO:0043168
O00291,GO:0030674
O00291,GO:0005543
O00291,GO:0035091
O00291,GO:0060090
O00291,GO:0042803
O00291,GO:0042802
O00291,GO:0043167
O00291,GO:0044877
O00291,GO:0005102
O00291,GO:0008289
O00291,GO:0005515
O00291,GO:0003779
O00291,GO:0005488
O00291,GO:0008092
O00291,GO:0070851
O00291,GO:1901981
O00291,GO:0005198
O00291,GO:0003674
O00291,GO:0036094
O00291,GO:0051015
O00291,GO:0046983
O00291,GO:0046982
O00292,GO:0005488
O00292,GO:0140677
O00292,GO:0005126
O00292,GO:0030546
O00292,GO:0008083
O00292,GO:0005102
O00292,GO:0030545
O00292,GO:0098772
O00292,GO:0003674
O00292,GO:0005515
O00292,GO:0048018
O00292,GO:0005125
O00294,GO:1902936
O00294,GO:0043168
O00294,GO:0005543
O00294,GO:0043167
O00294,GO:0044877
O00294,GO:0008289
O00294,GO:0005515
O00294,GO:0003779
O00294,GO:0005488
O00294,GO:0008092
O00294,GO:1901981
O00294,GO:0003674
O00294,GO:0036094
O00294,GO:0051015
O00295,GO:0005488
O00295,GO:0044877
O00295,GO:0003674
O00299,GO:0016491
O00299,GO:0008509
O00299,GO:0005216
O00299,GO:0015108
O00299,GO:0050839
O00299,GO:0015267
O00299,GO:0022857
O00299,GO:0005515
O00299,GO:0005488
O00299,GO:0022803
O00299,GO:0015075
O00299,GO:0005215
O00299,GO:0045296
O00299,GO:0003824
O00299,GO:0003674
O00300,GO:0060089
O00300,GO:0005488
O00300,GO:0140677
O00300,GO:1901681
